loan_id,account_id,status,loan_date,loan_amount,duration,payments,gender,ownership_count,district_id,num_inhabitants,num_municipalities_with_inhabitants<499,num_municipalities_with_inhabitants_500-1999,num_municipalities_with_inhabitants_2000-9999,num_municipalities_with_inhabitants>10000,num_cities,ratio_urban_inhabitants,average_salary,unemployment_rate_95,unemployment_rate_96,num_entrepreneurs_per_1000_inhabitants,num_crimes_95,num_crimes_96,date_max,date_min,date_age_days,operation_count,operation_count_a,operation_count_b,operation_count_c,operation_count_d,operation_count_e,operation_count_f,operation_mean_a,operation_mean_b,operation_mean_c,operation_mean_d,operation_mean_e,operation_mean_f,operation_std_a,operation_std_b,operation_std_c,operation_std_d,operation_std_e,operation_std_f,operation_cov_a,operation_cov_b,operation_cov_c,operation_cov_d,operation_cov_e,operation_cov_f,amount_mean,amount_min,amount_max,amount_std,amount_last,amount_cov,amount_abs_min,amount_range,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_cov,balance_abs_min,balance_range,type_count_withdrawal,type_count_credit,type_mean_withdrawal,type_mean_credit,type_std_withdrawal,type_std_credit,type_cov_withdrawal,type_cov_credit,days_last_trans_loan,last_balance_per_loan,max_balance_per_loan,date_age_months,balance_per_month,transactions_per_month,owner_age_at_loan,account_months_at_loan
5429,2268,1,1996-07-18,20196,36,561,M,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1996-07-13,1995-02-11,518,96,18,0,49,13,0,16,0.1875,0.0,0.5104166666666666,0.13541666666666666,0.0,0.16666666666666666,0.3903123748998999,0.0,0.4998914812792428,0.34216807720118425,0.0,0.3726779962499649,0.15394736842105264,0.0,0.2525219298245614,0.11831140350877195,0.0,0.14035087719298245,684.2145833333334,-24500.0,35469.0,13424.179678797034,-5742.0,180208600.0486272,14.6,59969.0,52636.598958333314,200.0,77158.8,15288.688964738769,65684.6,233744010.26052526,200.0,76958.8,62,34,0.6458333333333334,0.3541666666666667,0.4782600118020415,0.4782600118020415,0.23114035087719295,0.231140350877193,5,3.252356902356903,3.820499108734403,17.266666666666666,4457.07335907336,5.55984555984556,25,17.433333333333334
5445,2322,1,1996-06-29,46320,24,1930,M,1,33,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,1996-06-25,1995-01-02,540,178,31,0,66,64,0,17,0.17415730337078653,0.0,0.3707865168539326,0.3595505617977528,0.0,0.09550561797752809,0.3792446928480375,0.0,0.48301539910572305,0.4798686854845533,0.0,0.2939120530231086,0.14463911635878882,0.0,0.2346219767663302,0.2315749381070272,0.0,0.08687234177616963,132.3196629213484,-61600.0,49053.0,15515.980277787305,-3100.0,240745643.9806846,14.6,110653.0,43657.81348314611,900.0,119892.5,20752.0889350489,23552.7,430649195.16817874,900.0,118992.5,130,48,0.7303370786516854,0.2696629213483146,0.44378466647486514,0.44378466647486514,0.19805751285469442,0.19805751285469442,4,0.5084779792746115,2.5883527633851466,18.0,6610.694444444444,9.88888888888889,17,18.133333333333333
5449,2343,1,1995-11-04,99336,24,4139,F,1,68,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1995-10-31,1994-12-09,326,52,14,0,22,6,0,10,0.2692307692307692,0.0,0.4230769230769231,0.11538461538461539,0.0,0.19230769230769232,0.4435600997950306,0.0,0.49404740687173576,0.3194855331891567,0.0,0.39411349099844606,0.20060331825037706,0.0,0.24886877828054296,0.10407239819004523,0.0,0.1583710407239819,592.773076923077,-11900.0,16866.0,6291.603155221278,130.2,39584270.262790345,14.6,28766.0,27019.571153846144,300.0,46568.0,7892.721828749213,30838.7,62295057.86601433,300.0,46268.0,28,24,0.5384615384615384,0.46153846153846156,0.4985185152621431,0.4985185152621431,0.25339366515837103,0.25339366515837103,4,0.3104483772247725,0.46879278408633324,10.866666666666667,4257.791411042945,4.785276073619632,15,11.0
5450,2345,1,1994-12-11,199680,60,3328,M,1,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1994-11-30,1993-10-25,401,74,2,13,37,9,0,13,0.02702702702702703,0.17567567567567569,0.5,0.12162162162162163,0.0,0.17567567567567569,0.16216216216216214,0.38054399568456015,0.5,0.3268482870931844,0.0,0.38054399568456015,0.02665679378008145,0.14679748241392074,0.2534246575342466,0.10829322473158086,0.0,0.14679748241392074,269.245945945946,-22637.0,29954.0,11145.59651103974,137.0,124224321.58690113,14.6,52591.0,33658.61756756758,500.0,62238.8,11909.168772706618,19938.6,141828300.85681042,500.0,61738.8,46,28,0.6216216216216216,0.3783783783783784,0.4849826606736854,0.4849826606736854,0.23843021103295067,0.23843021103295067,11,0.09985276442307692,0.31169270833333335,13.366666666666667,4618.862842892768,5.5361596009975065,45,13.733333333333333
5452,2352,1,1996-04-29,49440,60,824,F,1,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1996-04-15,1995-01-21,450,110,17,0,47,32,0,14,0.15454545454545454,0.0,0.42727272727272725,0.2909090909090909,0.0,0.12727272727272726,0.3614708245831099,0.0,0.4946824676513743,0.45418167261079256,0.0,0.3332782323604247,0.13185988323603004,0.0,0.24695579649708096,0.20817347789824847,0.0,0.1120934111759799,409.2881818181817,-20000.0,30378.0,9690.502464384619,-8000.0,93905838.01224436,4.0,50378.0,47798.86545454537,300.0,74419.8,12804.463916870107,45021.6,163954296.1984287,300.0,74119.8,79,31,0.7181818181818181,0.2818181818181818,0.44988520115122255,0.44988520115122255,0.20425354462051706,0.2042535446205171,14,0.910631067961165,1.5052548543689321,15.0,4941.320000000001,7.333333333333333,29,15.466666666666667
5453,2361,1,1995-04-01,156672,36,4352,F,1,28,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,1995-03-31,1994-02-25,399,75,24,0,30,8,0,13,0.32,0.0,0.4,0.10666666666666667,0.0,0.17333333333333334,0.46647615158762407,0.0,0.4898979485566356,0.308688984074406,0.0,0.3785351884420904,0.2205405405405405,0.0,0.24324324324324326,0.09657657657657658,0.0,0.1452252252252252,310.28666666666686,-9000.0,10380.0,4448.2020854872735,-14.6,19786501.79333334,11.2,19380.0,22927.502666666693,500.0,41876.9,6686.145590252045,23271.5,44704542.85404687,500.0,41376.9,38,37,0.5066666666666667,0.49333333333333335,0.4999555535800713,0.49995555358007143,0.2533333333333334,0.25333333333333335,1,0.1485364328022876,0.26729026245915033,13.3,3111.0451127819547,5.639097744360902,38,13.333333333333334
5464,2419,1,1995-01-30,95808,12,7984,M,1,43,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,1995-01-29,1993-11-27,428,90,27,0,50,0,0,13,0.3,0.0,0.5555555555555556,0.0,0.0,0.14444444444444443,0.458257569495584,0.0,0.4969039949999533,0.0,0.0,0.35153982265680833,0.21235955056179764,0.0,0.2496878901373284,0.0,0.0,0.12496878901373284,805.5611111111111,-57700.0,49008.0,22066.459077358566,26373.0,486928616.21274036,14.6,106708.0,59701.78666666667,900.0,122452.2,24705.821360340025,72500.4,610377609.0890336,900.0,121552.2,50,40,0.5555555555555556,0.4444444444444444,0.4969039949999533,0.4969039949999533,0.2496878901373284,0.2496878901373284,1,0.7567259519038075,1.2780999498997996,14.266666666666667,8520.014018691589,6.308411214953271,54,14.3
5470,2456,1,1996-04-15,200976,48,4187,M,1,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,1996-04-14,1995-09-09,218,35,2,8,15,3,0,7,0.05714285714285714,0.22857142857142856,0.42857142857142855,0.08571428571428572,0.0,0.2,0.2321153829895989,0.4199125273342591,0.49487165930539345,0.27994168488950605,0.0,0.4000000000000001,0.055462184873949584,0.18151260504201677,0.2521008403361344,0.08067226890756303,0.0,0.1647058823529412,1355.1857142857143,-26600.0,37686.0,15562.094747213838,25124.0,242178792.9212605,14.6,64286.0,47938.06571428571,600.0,83553.5,18916.939576271823,47431.4,357850602.9323193,600.0,82953.5,18,17,0.5142857142857142,0.4857142857142857,0.4997958767010257,0.4997958767010257,0.2571428571428571,0.2571428571428571,1,0.23600529416447735,0.4157386951675822,7.266666666666667,11415.619266055046,4.81651376146789,41,7.3
5479,2486,1,1994-01-10,24516,12,2043,M,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1993-12-31,1993-02-27,307,73,21,0,42,0,0,10,0.2876712328767123,0.0,0.5753424657534246,0.0,0.0,0.136986301369863,0.4526770312837892,0.0,0.4942909192511978,0.0,0.0,0.3438328876167434,0.20776255707762548,0.0,0.2477168949771689,0.0,0.0,0.11986301369863016,1077.4821917808217,-59200.0,49536.0,24002.833071439145,290.4,576135995.4553729,12.5,108736.0,55582.22602739725,200.0,125254.2,29534.21811330333,78670.8,872270039.5641744,200.0,125054.2,42,31,0.5753424657534246,0.4246575342465753,0.4942909192511978,0.49429091925119767,0.2477168949771689,0.2477168949771689,10,3.208957415565345,5.109079784630445,10.233333333333333,12220.28013029316,7.133550488599349,35,10.566666666666666
5482,2496,1,1996-01-12,165120,60,2752,F,2,51,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,1996-01-11,1994-05-21,600,116,31,0,51,15,0,19,0.2672413793103448,0.0,0.4396551724137931,0.12931034482758622,0.0,0.16379310344827586,0.4425194057831242,0.0,0.49634514380982003,0.3355431113108373,0.0,0.37008772299423587,0.1975262368815593,0.0,0.24850074962518737,0.113568215892054,0.0,0.1381559220389805,196.08103448275895,-6300.0,11210.0,4432.9949332136675,-1080.0,19651444.07789805,14.6,17510.0,24377.371551724114,1100.0,37946.3,6878.836566414742,22745.4,47318392.50744452,1100.0,36846.3,66,50,0.5689655172413793,0.43103448275862066,0.4952209178050025,0.4952209178050025,0.247376311844078,0.247376311844078,1,0.13775072674418606,0.22981044089147287,20.0,1842.315,5.8,45,20.033333333333335
5494,2572,1,1996-06-13,360000,48,7500,F,1,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,1996-06-09,1994-11-13,574,136,2,19,79,0,0,36,0.014705882352941176,0.13970588235294118,0.5808823529411765,0.0,0.0,0.2647058823529412,0.12037283488047723,0.346681624533126,0.4934146785237534,0.0,0.0,0.44117647058823534,0.014596949891067539,0.12107843137254906,0.24526143790849675,0.0,0.0,0.19607843137254913,476.2169117647058,-59500.0,73228.0,24743.359570661483,-34500.0,612233842.8430451,0.3,132728.0,51149.65514705883,600.0,126072.0,26193.21138092937,64765.2,686084322.4460474,600.0,125472.0,79,57,0.5808823529411765,0.41911764705882354,0.4934146785237534,0.4934146785237534,0.24526143790849675,0.2452614379084967,4,0.17990333333333333,0.3502,19.133333333333333,6557.770034843205,7.10801393728223,23,19.266666666666666
5495,2580,1,1996-08-02,89340,60,1489,F,2,60,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,1996-07-31,1995-11-09,265,44,11,0,19,5,0,9,0.25,0.0,0.4318181818181818,0.11363636363636363,0.0,0.20454545454545456,0.4330127018922193,0.0,0.49532942540234925,0.3173690919038395,0.0,0.4033690761204283,0.19186046511627908,0.0,0.2510570824524313,0.10306553911205074,0.0,0.16649048625792803,943.6954545454548,-8200.0,17313.0,6747.272780011627,210.4,45525689.96788583,14.6,25513.0,39644.76363636365,500.0,54020.1,10748.387757632043,41537.2,115527839.38841438,500.0,53520.1,24,20,0.5454545454545454,0.45454545454545453,0.4979295977319692,0.4979295977319691,0.25369978858350967,0.2536997885835094,2,0.46493396015222743,0.6046574882471457,8.833333333333334,6058.8792452830185,4.981132075471698,24,8.9
5519,2694,1,1994-03-08,91632,12,7636,F,2,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1994-03-03,1993-03-08,360,70,15,0,35,8,0,12,0.21428571428571427,0.0,0.5,0.11428571428571428,0.0,0.17142857142857143,0.4103259033241449,0.0,0.5,0.318157963590287,0.0,0.37688302737922624,0.17080745341614909,0.0,0.2536231884057971,0.10269151138716356,0.0,0.1440993788819876,472.31142857142873,-18300.0,26378.0,9484.374323408698,-6100.0,89953356.30653417,14.6,44678.0,40976.942857142836,700.0,64577.8,10641.422753595749,33061.9,113239878.22074534,700.0,63877.8,43,27,0.6142857142857143,0.38571428571428573,0.4867635724971663,0.48676357249716634,0.24037267080745342,0.24037267080745348,5,0.36081172516151566,0.7047516151562773,12.0,5323.150000000001,5.833333333333333,31,12.166666666666666
5523,2705,1,1993-12-08,93888,36,2608,F,1,63,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,1993-12-02,1993-07-05,150,19,2,5,7,0,0,5,0.10526315789473684,0.2631578947368421,0.3684210526315789,0.0,0.0,0.2631578947368421,0.3068922049918579,0.44034738238635557,0.48237638894271995,0.0,0.0,0.44034738238635557,0.09941520467836255,0.20467836257309946,0.24561403508771926,0.0,0.0,0.20467836257309946,1827.1789473684212,-15500.0,15649.0,9929.780911121125,-12000.0,98600548.9428655,48.0,31149.0,37510.49473684211,600.0,52378.2,14598.865783434974,34716.3,213126882.16274852,600.0,51778.2,7,12,0.3684210526315789,0.631578947368421,0.48237638894271995,0.48237638894271995,0.24561403508771926,0.24561403508771926,6,0.36976290899795505,0.5578796012269939,5.0,10355.64,3.8,43,5.2
5533,2762,1,1994-07-05,111384,24,4641,M,1,11,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1994-07-02,1993-03-20,469,152,39,0,69,28,0,16,0.2565789473684211,0.0,0.45394736842105265,0.18421052631578946,0.0,0.10526315789473684,0.43674499554744084,0.0,0.4978746379608563,0.3876557858593746,0.0,0.30689220499185793,0.19200941094458004,0.0,0.24952073893342624,0.15127222028581383,0.0,0.09480655280585575,344.2026315789474,-61700.0,49388.0,20818.629661712035,31759.0,433415340.9915163,14.6,111088.0,65097.22434210526,500.0,141386.0,26285.863067554485,52318.9,690946597.2062247,500.0,140886.0,97,55,0.6381578947368421,0.3618421052631579,0.4805334495348723,0.48053344953487226,0.2324416172882538,0.2324416172882538,3,0.4697164763341234,1.269356460532931,15.633333333333333,9011.897654584222,9.722814498933902,27,15.733333333333333
5549,2824,1,1994-07-16,50460,60,841,F,1,11,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1994-07-10,1993-10-20,263,43,11,0,19,5,0,8,0.2558139534883721,0.0,0.4418604651162791,0.11627906976744186,0.0,0.18604651162790697,0.4363177450998538,0.0,0.49660829079215396,0.32055927330442374,0.0,0.3891441983879421,0.19490586932447393,0.0,0.25249169435215946,0.1052048726467331,0.0,0.1550387596899224,965.8372093023257,-15000.0,22927.5,9363.894257275637,-600.0,87682515.66143964,14.6,37927.5,37570.627906976755,800.0,51971.4,10371.123781863107,41531.0,107560208.49872643,800.0,51171.4,24,19,0.5581395348837209,0.4418604651162791,0.49660829079215396,0.49660829079215396,0.25249169435215946,0.25249169435215946,6,0.8230479587792311,1.0299524375743163,8.766666666666667,5837.041825095057,4.904942965779467,46,8.966666666666667
5563,2912,1,1996-02-29,380160,60,6336,M,1,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,1996-02-21,1994-07-30,571,109,32,0,62,0,0,15,0.29357798165137616,0.0,0.5688073394495413,0.0,0.0,0.13761467889908258,0.4554008677427837,0.0,0.4952429202299369,0.0,0.0,0.34449510744070805,0.20931022765885146,0.0,0.24753652735304119,0.0,0.0,0.1197757390417941,225.22660550458687,-62500.0,48887.0,23113.020728863994,-6100.0,534211727.2128966,14.6,111387.0,64777.07522935782,1100.0,147375.1,27227.866078850304,24549.6,741356691.2078067,1100.0,146275.1,62,47,0.5688073394495413,0.43119266055045874,0.4952429202299369,0.4952429202299368,0.24753652735304119,0.24753652735304116,8,0.0645770202020202,0.38766598274410774,19.033333333333335,7685.206654991243,5.726795096322241,46,19.3
5568,2933,1,1994-05-17,272520,60,4542,M,2,10,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,1994-05-14,1993-06-18,330,84,23,0,40,10,0,11,0.27380952380952384,0.0,0.47619047619047616,0.11904761904761904,0.0,0.13095238095238096,0.4459124000078105,0.0,0.49943278484292936,0.32384453592227247,0.0,0.33734826941201795,0.20123350545037297,0.0,0.25243832472748146,0.10613884107860012,0.0,0.11517498565691338,357.26428571428596,-56700.0,42400.0,16988.150573782434,1300.0,288597259.9175043,13.3,99100.0,44602.641666666634,1100.0,121891.4,24196.754530887036,30009.9,585482929.828002,1100.0,120791.4,50,34,0.5952380952380952,0.40476190476190477,0.49084590781162624,0.49084590781162624,0.2438324727481354,0.2438324727481354,3,0.11011999119330691,0.44727506238074266,11.0,10981.036363636364,7.636363636363637,54,11.1
5576,2962,1,1994-12-21,31248,12,2604,F,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1994-12-20,1993-05-30,569,120,33,0,69,0,0,18,0.275,0.0,0.575,0.0,0.0,0.15,0.4465142774872938,0.0,0.4943429983321297,0.0,0.0,0.3570714214271425,0.2010504201680672,0.0,0.2464285714285714,0.0,0.0,0.12857142857142861,449.35499999999973,-64100.0,47033.0,20724.018171104686,6268.0,429484929.1562772,14.6,111133.0,64493.09916666662,1000.0,144715.3,28994.626431825112,53922.3,840688361.9210918,1000.0,143715.3,69,51,0.575,0.425,0.4943429983321297,0.4943429983321297,0.2464285714285714,0.2464285714285714,1,1.725624039938556,4.631185995903738,18.966666666666665,7577.256590509666,6.32688927943761,55,19.0
5586,2994,1,1996-09-14,48744,36,1354,F,1,77,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,1996-09-12,1996-05-03,132,14,7,0,3,0,0,4,0.5,0.0,0.21428571428571427,0.0,0.0,0.2857142857142857,0.5,0.0,0.410325903324145,0.0,0.0,0.45175395145262565,0.2692307692307693,0.0,0.18131868131868137,0.0,0.0,0.21978021978021983,4492.235714285714,-18600.0,28603.5,14694.440290364513,19069.0,215926575.4470879,53.7,47203.5,42930.20714285715,900.0,62891.3,19512.790972253762,62891.3,380749011.52686816,900.0,61991.3,3,11,0.21428571428571427,0.7857142857142857,0.410325903324145,0.410325903324145,0.18131868131868137,0.18131868131868137,2,1.290236747086821,1.290236747086821,4.4,14088.931818181818,3.1818181818181817,32,4.466666666666667
5591,3021,1,1996-12-04,155616,48,3242,F,1,10,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,1996-12-03,1996-04-20,227,30,2,7,14,0,0,7,0.06666666666666667,0.23333333333333334,0.4666666666666667,0.0,0.0,0.23333333333333334,0.24944382578492943,0.4229525846816506,0.49888765156985887,0.0,0.0,0.4229525846816506,0.06436781609195404,0.18505747126436764,0.25747126436781614,0.0,0.0,0.1850574712643677,814.9,-21800.0,29176.0,13037.779913720768,-7500.0,169983705.07862073,14.6,50976.0,39426.06999999999,300.0,62153.6,13711.094458293303,24447.1,187994111.2442414,300.0,61853.6,14,16,0.4666666666666667,0.5333333333333333,0.49888765156985887,0.49888765156985887,0.25747126436781614,0.25747126436781614,1,0.15709888443347728,0.3994036602920008,7.566666666666666,8174.484581497797,3.9647577092511015,37,7.6
5593,3037,-1,1996-04-18,277884,36,7719,F,1,44,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,1996-04-15,1994-05-26,690,117,26,0,71,0,0,20,0.2222222222222222,0.0,0.6068376068376068,0.0,0.0,0.17094017094017094,0.4157397096415491,0.0,0.48845237819588194,0.0,0.0,0.3764566759922263,0.1743295019157088,0.0,0.24064249926318887,0.0,0.0,0.14294134983790155,99.26495726495719,-53200.0,47031.0,16757.672993480737,8000.0,280819604.1564338,14.6,100231.0,46487.00256410256,1000.0,129394.2,28041.875079726313,11614.0,786346757.986976,1000.0,128394.2,71,46,0.6068376068376068,0.39316239316239315,0.48845237819588194,0.488452378195882,0.24064249926318887,0.24064249926318892,3,0.041794417814627685,0.4656410588590923,23.0,5582.356521739131,5.086956521739131,15,23.1
5595,3050,1,1994-09-02,82896,12,6908,M,2,49,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,1994-08-31,1993-05-08,480,126,4,15,57,33,2,15,0.031746031746031744,0.11904761904761904,0.4523809523809524,0.2619047619047619,0.015873015873015872,0.11904761904761904,0.1753231907490041,0.32384453592227247,0.4977272609611161,0.43967107887189016,0.12498425196844144,0.32384453592227247,0.030984126984126975,0.10571428571428575,0.2497142857142857,0.19485714285714278,0.015746031746031747,0.10571428571428573,381.6349206349208,-38600.0,62168.0,18620.095964755146,-14.6,346707973.7366907,14.6,100768.0,57141.73095238091,900.0,107680.9,24685.92139144404,64286.0,609394714.9445543,900.0,106780.9,92,34,0.7301587301587301,0.2698412698412698,0.4438771890193512,0.4438771890193512,0.19860317460317467,0.19860317460317467,2,0.7755018336228527,1.2989878884385253,16.0,6673.80625,7.875,22,16.066666666666666
5599,3064,1,1995-03-21,15420,12,1285,F,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1995-03-19,1993-05-23,665,151,32,0,64,34,0,21,0.2119205298013245,0.0,0.423841059602649,0.2251655629139073,0.0,0.1390728476821192,0.40866883763023876,0.0,0.49416577764708963,0.4176913120853372,0.0,0.3460225292082949,0.16812362030905076,0.0,0.24582781456953642,0.1756291390728477,0.0,0.12052980132450326,211.0423841059603,-11840.0,13881.0,4745.065686801215,-800.0,22515648.37205828,14.6,25721.0,24577.200000000033,1000.0,41137.4,7049.3509879799085,31867.2,49693349.351733334,1000.0,40137.4,98,53,0.6490066225165563,0.3509933774834437,0.47728086746297343,0.47728086746297343,0.22931567328918326,0.22931567328918326,2,2.066614785992218,2.6677950713359273,22.166666666666668,1810.7097744360901,6.81203007518797,29,22.233333333333334
5606,3084,-1,1996-08-28,253512,36,7042,F,1,59,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,1996-08-25,1996-01-28,210,29,8,0,15,0,0,6,0.27586206896551724,0.0,0.5172413793103449,0.0,0.0,0.20689655172413793,0.44694763437295587,0.0,0.49970264642032547,0.0,0.0,0.40508069394726653,0.2068965517241379,0.0,0.2586206896551724,0.0,0.0,0.16995073891625614,459.2586206896557,-30200.0,40419.0,16876.95217746289,8900.0,284831514.80036944,13.4,70619.0,37095.84482758619,300.0,111044.2,24704.38501837544,13318.4,610306639.1361328,300.0,110744.2,15,14,0.5172413793103449,0.4827586206896552,0.49970264642032547,0.4997026464203254,0.2586206896551724,0.2586206896551724,3,0.052535580169775,0.43802344662185616,7.0,15820.6,4.142857142857143,51,7.1
5610,3112,1,1996-02-24,123216,48,2567,F,2,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,1996-02-22,1994-08-12,559,128,30,0,58,22,0,18,0.234375,0.0,0.453125,0.171875,0.0,0.140625,0.4236075534914362,0.0,0.4977978850648122,0.37727176461405115,0.0,0.3476343040826092,0.1808562992125984,0.0,0.24975393700787402,0.1434547244094488,0.0,0.1218011811023622,606.1007812499998,-59200.0,48959.0,19763.54312758282,-3400.0,390597636.95582616,14.6,108159.0,70622.83359375004,700.0,138433.7,28089.524636349877,77580.8,789021394.2961068,700.0,137733.7,80,48,0.625,0.375,0.4841229182759271,0.4841229182759271,0.23622047244094488,0.23622047244094488,2,0.6296325152577588,1.1235042526944554,18.633333333333333,7391.79069767442,6.869409660107335,18,18.7
5611,3115,1,1996-11-15,321180,60,5353,M,2,14,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,1996-11-08,1996-03-27,226,38,2,8,17,4,0,7,0.05263157894736842,0.21052631578947367,0.4473684210526316,0.10526315789473684,0.0,0.18421052631578946,0.22329687826943606,0.4076824574955175,0.4972222007287153,0.3068922049918579,0.0,0.3876557858593746,0.051209103840682786,0.17069701280227592,0.2539118065433854,0.09672830725462304,0.0,0.15433854907539116,978.5131578947369,-34000.0,48180.0,19459.252277018073,32120.0,378662499.180633,14.6,82180.0,40524.463157894745,700.0,90257.3,21716.75025029622,51906.5,471617241.4337412,700.0,89557.3,21,17,0.5526315789473685,0.4473684210526316,0.49722220072871537,0.4972222007287153,0.25391180654338547,0.2539118065433854,7,0.1616118687340432,0.2810178093281026,7.533333333333333,11888.137168141593,5.04424778761062,60,7.766666666666667
5624,3166,-1,1995-01-03,177744,48,3703,M,1,59,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,1995-01-02,1993-08-10,510,95,21,0,59,0,0,15,0.22105263157894736,0.0,0.6210526315789474,0.0,0.0,0.15789473684210525,0.41495585988267425,0.0,0.4851249946022279,0.0,0.0,0.3646422752776584,0.17402015677491608,0.0,0.23784994400895867,0.0,0.0,0.13437849944008962,149.79578947368432,-26000.0,45056.0,10974.649715933025,11400.0,120442936.3874289,3.3,71056.0,26746.5252631579,-2485.5,89733.5,21147.08070284783,14230.7,447199022.2527591,385.5,92219.0,59,36,0.6210526315789474,0.37894736842105264,0.4851249946022279,0.4851249946022279,0.23784994400895867,0.23784994400895867,1,0.08006289945089567,0.5048468584030966,17.0,5424.64705882353,5.588235294117647,22,17.033333333333335
5625,3189,-1,1996-12-15,222180,60,3703,M,1,29,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,1996-12-10,1995-11-29,377,59,16,0,31,0,0,12,0.2711864406779661,0.0,0.5254237288135594,0.0,0.0,0.2033898305084746,0.4445721033425086,0.0,0.4993532156832622,0.0,0.0,0.4025200707470481,0.20105201636469916,0.0,0.2536528345996494,0.0,0.0,0.16481589713617772,1009.8135593220334,-52600.0,44352.0,18212.754146736515,-6900.0,331704413.60946804,14.6,96952.0,55230.44406779658,800.0,130659.1,26510.559286203963,59578.8,702809753.667335,800.0,129859.1,31,28,0.5254237288135594,0.4745762711864407,0.4993532156832622,0.49935321568326224,0.2536528345996494,0.2536528345996494,5,0.26815554955441534,0.5880776847601045,12.566666666666666,10333.615384615385,4.694960212201591,57,12.733333333333333
5635,3230,1,1996-10-04,77184,36,2144,F,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1996-10-01,1995-03-11,570,77,20,0,41,0,0,16,0.2597402597402597,0.0,0.5324675324675324,0.0,0.0,0.2077922077922078,0.4384920263930943,0.0,0.49894474577398823,0.0,0.0,0.4057272558912547,0.1948051948051948,0.0,0.25222146274777846,0.0,0.0,0.16678058783321933,291.50649350649354,-63600.0,48447.0,23733.68396052293,-600.0,563287754.3379835,14.6,112047.0,50722.27012987011,200.0,142917.9,30287.214667670312,22446.0,917315372.3255434,200.0,142717.9,41,36,0.5324675324675324,0.4675324675324675,0.49894474577398823,0.49894474577398823,0.25222146274777846,0.2522214627477785,3,0.2908115671641791,1.851651896766169,19.0,7511.468421052631,4.052631578947368,41,19.1
5657,3354,1,1994-07-05,4980,12,415,F,1,63,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,1994-07-03,1993-11-05,240,46,11,0,17,10,0,8,0.2391304347826087,0.0,0.3695652173913043,0.21739130434782608,0.0,0.17391304347826086,0.4265525406597519,0.0,0.48268702850379386,0.41247099915239727,0.0,0.37903469074266727,0.18599033816425134,0.0,0.23816425120772935,0.1739130434782608,0.0,0.14685990338164256,489.1391304347827,-16000.0,15528.0,6254.1181477124255,800.0,39113993.8055459,14.6,31528.0,30533.37173913044,800.0,41106.2,8705.183539928967,22500.3,75780220.46385024,800.0,40306.2,27,19,0.5869565217391305,0.41304347826086957,0.4923805066480924,0.4923805066480924,0.24782608695652186,0.24782608695652178,2,4.518132530120482,8.25425702811245,8.0,5038.275,5.75,41,8.066666666666666
